subject,verb,object
I,going,"[What, to, talk, about, :, nothing, out, of, something]"
we,create,"[What, to, talk, about, :, nothing, out, of, something]"
I,gon,"[na, try, and, do, that, within, the, 18, -, minute, time, span, that, we, were, told, to, stay, within, ,, and, to, follow, the, TED, commandments, :]"
we,told,"[to, stay, within]"
that,creates,"[death, experience]"
I,want,"[to, explain]"
he,going,"[to, heckle, me]"
I,said,[anything]
I,done,[it]
I,say,[we]
I,mean,[you]
I,mean,[me]
I,tells,[me]
I,saying,[what]
I,going,"[do, that, also]"
which,includes,[number]
I,creating,[something]
that,includes,[nature]
I,nurture,[nature]
I,refer,[nature]
that,causes,[effect]
I,get,[material]
you,have,"[bit, psychosis, depression]"
I,have,[somebody]
he,had,"[lobe, seizures]"
that,caused,[spurt]
it,does,[something]
I,developed,"[lobe, seizures, number]"
I,writing,[book]
that,enable,[creativity]
I,used,"[to, draw]"
I,had,[poodle]
I,have,[sense]
I,copied,[this]
I,wanted,"[that, to, be]"
I,had,[kind]
lot,had,[that]
I,had,[expectations]
I,have,[ones]
this,supposed,"[to, be, my, side, occupation]"
it,led,"[ones, to, be, my, side, occupation]"
father,had,"[brain, tumors]"
mother,believed,"[na, find, out, what, it, was, na, fix, it]"
she,gon,"[na, find, out, what, it, was]"
she,gon,"[na, fix, it]"
he,believed,[care]
God,take,[care]
they,ended,[dying]
she,went,"[looking, through, all, the, reasons, in, the, universe, why, this, would, have, happened]"
I,had,[notion]
you,begin,"[to, think, very, much, about, everything]"
I,have,[that]
you,write,[story]
you,have,"[to, answer, this, question, of, why, things, happen]"
they,happen,[order]
I,influence,[that]
many,asking,[that]
I,have,"[to, develop, a, cosmology, of, my, own, universe, ,, as, the, creator, of, that, universe]"
I,got,[lot]
I,going,"[to, use]"
I,understand,[which]
I,gon,"[na, use, it, as, the, process, for, explaining, how, it, is, the, metaphor]"
you,have,"[energy, matter]"
you,make,[associations]
you,finding,[what]
I,understand,[it]
things,'s,"[to, really, look, for, the, about, -, ness]"
things,happening,"[to, really, look, for, the, about, -, ness]"
you,looking,"[to, really, look, for, the, about, -, ness]"
you,trying,"[to, really, look, for, the, about, -, ness]"
you,write,[about]
You,discover,[anything]
you,supposed,"[what, to, find]"
you,hoped,"[what, to, find, in, some, serendipitous, way]"
I,want,"[to, ignore, the, other, side, of, what, happens, in, our, universe, ,, like, many, of, our, scientists, have]"
I,going,"[to, just, throw, in, string, theory, here]"
I,link,[that]
I,have,[it]
she,said,"[Save, a, man, from, drowning]"
it,was,[fish]
it,saving,[fish]
fishermen,say,[what]
they,supposed,"[to, kill, anything]"
they,have,"[to, make, a, living]"
people,need,"[to, be, fed]"
they,saving,[fish]
she,said,[it]
you,get,"[to, get, stuck]"
you,going,"[to, get, stuck]"
she,save,[them]
both,saving,[fish]
both,saving,[man]
they,had,"[to, do, with, intentions]"
we,see,[situation]
we,have,[response]
we,have,[intentions]
we,'s,[something]
we,do,[something]
we,supposed,"[What, to, do]"
we,stay,[something]
we,do,[something]
that,disturbed,[me]
that,led,[me]
I,saw,[examples]
I,identified,[question]
I,got,[hints]
I,get,"[hints, clues]"
I,realize,"[hints, clues]"
I,need,[what]
I,have,[question]
that,seem,"[to, be, flotsam, and, jetsam, in, life]"
you,getting,[help]
you,have,[focus]
you,noticing,[it]
you,apply,[this]
You,begin,"[to, look, at, things, having, to, do, with, your, tensions]"
you,take,[care]
I,had,"[to, ask, myself, ,, "", Why, do, we, take, on, knowledge]"
we,take,[assumptions]
people,given,[us]
I,felt,[that]
I,wrote,[book]
I,have,"[to, face, that, later, ,, when, the, time, came]"
we,see,[that]
all,go,[what]
we,do,[what]
we,have,[response]
I,think,[one]
we,talked,[one]
I,had,[that]
We,hate,[ambiguity]
I,get,[help]
I,knew,[things]
I,supposed,"[to, know]"
woman,killed,[herself]
which,bring,[information]
that,help,[me]
I,writing,[story]
that,included,[kind]
I,needed,"[to, find, something, historically]"
that,match,[that]
I,took,[book]
I,flipped,[it]
you,get,[that]
you,explain,[that]
I,think,"[to, know, what, those, elements, are]"
I,want,"[to, know, what, those, elements, are]"
I,thank,[them]
I,try,"[to, find, them, in, my, life]"
we,walked,[valleys]
that,had,"[to, be, [, the, ], setting, of, my, book]"
I,had,[it]
he,stacking,[things]
I,asked,[him]
I,had,[examples]
I,have,[instances]
I,writing,[story]
I,explain,[it]
I,had,[filter]
I,have,"[that, coincidence]"
we,explain,[that]
we,going,"[to, assign, what, the, responsibility, and, the, causes, are, ,, outside, of, a, court, of, law]"
I,saw,[place]
I,wanted,"[to, come, back]"
I,had,[chance]
Geographic,asked,[me]
I,wanted,"[to, write, anything, about, China]"
I,saw,[place]
that,kept,[him]
I,have,"[to, let, go, of, those, kinds, of, beliefs]"
It,takes,[while]
I,have,"[to, let, go, of, them, and, just, go, there, ,, and, be, there]"
I,began,"[to, sense, something, different, about, the, history]"
what,happened,"[to, sense, something, different, about, the, history, what]"
you,find,[what]
this,had,[kind]
they,using,[that]
master,sent,[men]
you,begin,"[to, wonder, whose, beliefs, are, those, that, are, in, operation, in, the, world]"
I,remained,[story]
I,wrote,[story]
I,got,[story]
I,think,[story]
I,gon,"[na, find, the, answers, to, how, I, feel, about, certain, questions, that, I, have, in, life]"
I,have,[that]
I,trying,"[to, convey, it, to, you, here, at, TED]"
they,interpret,[it]
I,create,[something]
I,create,[life]
I,believe,"[specifics, past, specifics, happening]"
I,have,"[to, think, of, my, role]"
I,find,[that]
I,find,[particles]
they,have,"[to, be, in, all, possibilities, ,, including, those, I, never, considered, before]"
I,discover,[something]
I,creating,[that]
it,has,"[to, do, with, the, feeling]"
I,have,"[to, become, the, story, in, order, to, understand, a, lot, of, that]"
we,see,[world]
Americans,see,[what]
map,shows,[number]
Korea,agreed,"[to, dismantle, its, nuclear, facilities]"
IPCC,released,[study]
we,take,[U.S.]
we,see,[lot]
coverage,reached,[percent]
we,analyzed,"[news, stories]"
we,removed,[story]
story,eclipsed,[country]
story,received,[coverage]
we,hear,[more]
networks,reduced,[number]
news,looms,[percent]
news,dedicates,[percent]
School,analyzed,[stories]
they,covered,"[news, events]"
people,understand,[connection]
you,put,[it]
this,help,"[explain, why, today, 's, college, graduates, ,, as, well, as, less, educated, Americans, ,, know, less, about, the, world, than, their, counterparts, did, 20, years, ago]"
Americans,know,[less]
they,follow,[news]
we,want,[what]
we,afford,"[not, to]"
who,let,[replicator]
we,push,[it]
We,seeing,[consequences]
it,gives,[way]
what,going,[way]
I,like,"[to, say, something, about, memetics, and, the, theory, of, memes]"
this,answer,[questions]
Darwin,had,[idea]
I,say,[prize]
I,give,[prize]
it,explains,[design]
I,not,[design]
Darwin,say,[What]
you,know,[idea]
me,paraphrase,[Origin]
Darwin,said,[What]
you,have,[creatures]
that,doubted,[creatures]
I,measured,"[size, on]"
I,read,[Malthus]
I,calculated,[Malthus]
elephants,cover,[world]
You,see,[idea]
He,had,[concept]
he,described,[what]
we,know,[what]
you,need,[things]
Dennett,puts,[it]
you,have,[those]
you,get,[evolution]
You,try,[them]
You,need,"[designer, plan, foresight, anything]"
You,stop,[it]
information,produce,[design]
he,called,[replicator]
I,want,"[to, get, copied]"
he,wanted,"[to, get, away, from, everybody, thinking, all, the, time, about, genes]"
he,said,"[to, get, away, from, everybody, thinking, all, the, time, about, genes]"
we,copy,[that]
He,wanted,[name]
he,took,[word]
it,sounds,[meme]
it,made,[meme]
's,see,[memes]
you,invented,[idea]
you,copied,[it]
you,copied,[it]
I,see,[memes]
who,got,[memes]
you,invented,[idea]
You,went,[them]
You,bought,[them]
we,telling,[that]
I,enjoy,[which]
I,found,[it]
all,found,[it]
You,go,"[clothes, what]"
you,come,"[clothes, what]"
you,put,[clothes]
you,go,"[clothes, what]"
you,see,[what]
you,see,[What]
you,found,[it]
I,took,[photograph]
Who,folded,[thing]
hotels,exploit,[opportunity]
somebody,cleaned,[place]
it,tells,[you]
person,spread,[germs]
memes,trying,"[to, get, copied, trying, ,, in, inverted, commas, —, i.e.]"
They,using,"[you, me]"
it,tell,[us]
It,gives,[view]
it,means,"[what, theories, makes]"
use,enhanced,"[survival, mating, on]"
so,began,[imitating]
beings,copy,[things]
beings,copy,[things]
brains,having,[advantage]
they,copying,"[putting, feathers, in, their, hair, ,, or, wearing, strange, clothes, ,, or, painting, their, faces, ,, or, whatever]"
you,get,"[arms, race]"
which,trying,"[to, get, the, humans, to, have, small, economical, brains, and, not, waste, their, time, copying, all, this, stuff]"
humans,have,[brains]
humans,waste,[time]
people,copied,[that]
people,made,[that]
what,turned,"[to, be, language]"
brain,driven,[memes]
I,called,[it]
they,drive,[brain]
that,doing,[driving]
we,like,"[religion, music, art]"
memes,took,"[gene, machine]"
memes,turned,[it]
We,have,[kind]
we,copy,[that]
I,called,[them]
I,think,[them]
we,need,[word]
's,call,[them]
We,put,[storage]
you,need,"[to, get, the, variation]"
copying,done,"[storage, to, get, the, variation]"
temes,forcing,[brains]
We,going,"[to, have, all, kinds, of, implants]"
that,force,[us]
we,choosing,[things]
us,do,[it]
People,asking,[question]
We,asking,[it]
Drake,made,[equation]
I,think,[equation]
He,wanted,"[to, estimate, N, ,, the, number, of, communicative, civilizations, out, there, in, our, galaxy]"
he,included,"[rate, rate, crucially, intelligence]"
we,think,[intelligence]
we,think,[replicators]
I,suggested,[kind]
which,get,[replicator]
that,get,[replicator]
that,get,[replicator]
that,going,"[to, reach, out, —]"
we,take,[equation]
We,take,[view]
I,loved,[talk]
forms,produce,[things]
that,kill,[themselves]
we,got,[replicator]
we,have,[mothers]
cat,gave,[birth]
it,kills,[lots]
it,kills,[lots]
brain,using,[percent]
it,producing,[memes]
it,killed,[us]
It,killed,[us]
it,did,[us]
we,know,[us]
we,hitting,"[replicator, point]"
They,using,[us]
we,created,[Internet]
we,going,"[to, pull, through]"
What,going,"[to, happen]"
it,mean,[What]
temes,turn,[us]
they,do,[that]
We,have,[babies]
We,make,[ones]
machines,replicate,[themselves]
damage,showing,[us]
I,have,[idea]
I,scared,[myself]
I,stroll,[hood]
twins,got,[nothing]
you,call,[her]
I,born,[who]
we,need,[yolk]
We,tell,"[cancer, cells]"
I,love,[you]
Feminists,have,[sense]
Feminists,want,"[to, be, alone, —, boo, hoo, ,, hoo, ,, hoo]"
Feminists,spread,"[lies, rumors]"
They,have,[tumor]
chicks,do,[anything]
!,take,[it]
women,get,[life]
Feminists,have,[sense]
Feminists,spread,"[lies, rumors]"
feminists,need,"[to, find, a, man]"
I,’m,[message]
I,approved,[message]
I,asked,[mother]
I,say,[anything]
I,show,[world]
I,turn,[skies]
I,had,[you]
I,leave,[days]
I,leave,[pals]
I,start,[life]
I,had,[you]
I,climb,[mountains]
I,cross,[desert]
I,had,[you]
I,had,[you]
colleagues,put,[people]
we,starting,[experiment]
It,built,"[Sun, King]"
he,built,[temple]
sun,rises,[temple]
sun,bathes,[temple]
it,bathes,[temple]
they,compose,"[poems, stories]"
They,tell,"[myths, legends]"
Anthropologists,found,[evidence]
They,found,[society]
that,have,[it]
they,asked,[lot]
you,rejected,[somebody]
you,loved,[who]
you,dumped,[somebody]
who,loved,[you]
I,start,"[telling, you, about, the, brain]"
I,want,"[to, read, for, you, what, I, think, is, the, most, powerful, love, poem, on, Earth]"
It,told,"[Kwakiutl, Indian]"
I,had,[opportunity]
you,said,[what]
I,torn,[love]
you,leave,[me]
I,said,[what]
we,need,"[to, know, of, hell]"
I,decided,"[to, look, into, the, brain, and, study, this, madness]"
study,publicized,"[to, say, very, little, about, it]"
I,going,"[to, say, very, little, about, it]"
We,found,[activity]
We,found,[activity]
that,make,"[dopamine, stimulant]"
that,spray,[it]
we,call,[what]
you,feel,[rush]
it,possesses,[you]
You,lose,[sense]
You,stop,"[thinking, about, another, human, being]"
longing,had,[time]
we,found,[activity]
We,found,[activity]
thing,forget,[them]
you,love,"[to, do]"
you,go,[them]
you,love,[them]
we,explain,[this]
you,want,[what]
We,found,[activity]
I,lost,[What]
I,have,[joke]
It,comes,[man]
woman,'s,[man]
woman,conning,[man]
man,looks,[man]
I,going,"[to, bet, on, you]"
you,measuring,"[gains, losses]"
we,found,[activity]
people,suffer,[crimes]
we,have,[crimes]
you,engulfed,[attachment]
you,feeling,[attachment]
circuit,working,"[energy, focus, motivation, willingness]"
you,feeling,"[energy, focus, motivation, willingness]"
I,learned,[what]
I,like,[that]
I,come,"[to, think, that, romantic, love, is, a, drive, ,, a, basic, mating, drive]"
love,enables,"[mating, energy, mating, process]"
you,focus,"[mating, energy]"
love,conserve,"[mating, energy]"
love,start,"[mating, process]"
I,read,[that]
what,sums,[it]
that,said,[Plato]
I,come,"[to, believe, that, romantic, love, is, an, addiction, :, a, perfectly, wonderful, addiction, when, it, 's, going, well, ,]"
it,has,[all]
you,crave,[them]
you,distort,"[reality, willingness]"
it,got,[characteristics]
you,need,"[to, see, them, more, ,, and, more, ,, and, more]"
I,got,[girlfriend]
she,beginning,"[to, feel, better]"
she,driving,[song]
she,heard,[song]
that,reminded,[her]
craving,come,"[to, pull, over, from, the, side, of, the, road, and, cry]"
she,had,"[to, pull, over, from, the, side, of, the, road, and, cry]"
I,like,[community]
I,like,"[to, tell, the, world, that, animals, love]"
animals,love,[that]
they,do,[it]
you,spend,[life]
you,going,"[to, be, as, picky, about, who, you, have, sex, with]"
I,looked,"[to, be, as, picky, about, who, you, have, sex, with, favorites]"
animals,have,[favorites]
ethologists,know,[this]
they,call,[what]
I,call,[what]
People,asked,[me]
I,know,[what]
love,spoiled,[it]
You,know,[ingredient]
you,sit,[cake]
you,eat,[cake]
you,feel,[joy]
I,make,[mistakes]
everybody,does,[that]
it,deepened,"[understanding, compassion]"
I,catch,[myself]
experiment,hatched,[colleague]
We,put,[people]
we,found,[thing]
I,going,"[to, say, it, for, a, second, ,]"
I,thought,"[to, think, of, this]"
Match.com,came,"[to, think, of, this, question]"
I,asked,[question]
I,spent,[years]
psychologists,tell,[you]
we,tend,"[to, fall, in, love, with, somebody, from, the, same, socioeconomic, background, ,, the, same, general, level, of, intelligence, ,, of, good, looks, ,, the, same, religious, values]"
childhood,plays,[role]
nobody,knows,[role]
they,found,[way]
it,began,"[to, occur, to, me]"
biology,pulls,[you]
I,concocted,[questionnaire]
you,express,"[degree, dopamine, serotonin, estrogen, testosterone]"
we,evolved,"[personality, types]"
I,created,[that]
I,ask,"[you, series]"
you,express,"[degree, chemicals]"
I,watching,"[you, series]"
who,chooses,"[who, to, love]"
people,taken,[questionnaire]
people,taken,[it]
I,putting,[data]
I,think,[data]
you,feel,"[pulled, towards, all, of, them]"
we,going,"[to, end, up, ,, in, the, next, few, years, ,, to, understand, all, kinds, of, brain, mechanisms, that, pull, us, to, one, person, rather, than, another]"
that,pull,[us]
we,carry,[lot]
this,'s,[me]
me,pursue,[understanding]
this,reminds,[me]
Women,tend,"[to, get, intimacy, differently, than, men, do]"
Women,get,[intimacy]
we,call,[what]
Men,tend,"[to, get, intimacy, from, side, -, by, -, side, doing]"
men,faced,[enemies]
they,share,[percent]
we,share,[origins]
We,have,[past]
we,have,[future]
I,doubt,[many]
that,going,"[to, involve, a, lot, more, people, ,]"
We,got,[picture]
we,find,[fossil]
we,mark,[it]
we,got,[technology]
we,have,[GPS]
We,mark,[it]
we,take,[photograph]
we,put,[it]
we,found,[it]
we,bring,[information]
we,find,[something]
we,begin,"[to, excavate, it, extremely, carefully, and, slowly, ,, using, dental, picks, and, fine, paintbrushes]"
anybody,seen,[remains]
myself,digging,[remains]
people,say,[that]
me,take,[you]
I,like,"[to, point, out]"
we,going,"[to, go, to, the, East, African, and, the, Rift, Valley]"
you,want,"[to, become, a, fossil]"
you,need,"[to, die, somewhere, where, your, bones, will, be, rapidly, buried]"
one,walk,[pieces]
one,find,[pieces]
we,spent,[years]
we,begin,"[to, actually, piece, together, our, evolutionary, story]"
that,carrying,[sediment]
that,preserving,[remains]
which,represents,[miles]
we,got,[that]
You,see,[some]
we,working,[that]
I,pulled,"[which, shelf]"
we,trying,"[what, to, find, answers, to]"
we,got,[fossils]
we,dug,[tortoises]
they,found,[skeleton]
I,relate,"[erectus, skeleton]"
individual,had,[back]
I,holding,[that]
He,had,[injury]
He,had,[scoliosis]
He,looked,[female]
members,got,"[scoliosis, female]"
he,remained,[it]
he,recognized,[it]
excavation,begun,"[to, be, extracted, from, the, sediment]"
bits,started,"[to, be, extracted, from, the, sediment]"
pieces,got,"[to, grow, its, roots, in, and, around, this]"
tree,grown,"[to, grow, its, roots, in, and, around, this]"
it,found,"[to, grow, its, roots, in, and, around, this]"
skull,captured,[water]
it,decided,"[to, grow, its, roots, in, and, around, this]"
We,began,"[to, find, limb, bones]"
we,found,"[finger, bones]"
He,had,[body]
members,started,"[to, move, northwards, out, of, Africa]"
you,start,"[to, see, fossils, of, Homo, erectus, in, Georgia, ,, China, and, also, in, parts, of, Indonesia]"
erectus,left,[Africa]
